StateName,StateAbbrev,DataLevel,Charter,SchoolName,SchoolType,NCESSchoolID,StateAssignedSchoolID,DistrictName,DistrictType,NCESDistrictID,StateAssignedDistrictID,EnrollmentTotal,TimePeriodInterval,TimePeriodStart,TimePeriodEnd,LearningModel,LearningModelGrK5,LearningModelGr68,LearningModelGr912,LearningModelStateCat,LearningModelStateCatGrK5,LearningModelStateCatGr68,LearningModelStateCatGr912,EnrollmentInPerson,EnrollmentHybrid,EnrollmentVirtual,StaffCount,StaffCountInPerson
Mississippi,MS,School,No,West Jones High School,Regular school,2.80228E+11,3400-052,Jones County School District,Regular local school district,2802280,3400,1487,Monthly,3/1/21,3/31/21,In-person,,,,In-person,,,,,,,,
Mississippi,MS,School,No,West Jones High School,Regular school,2.80228E+11,3400-052,Jones County School District,Regular local school district,2802280,3400,1487,Monthly,4/1/21,4/30/21,In-person,,,,In-person,,,,,,,,
Mississippi,MS,School,No,West Jones High School,Regular school,2.80228E+11,3400-052,Jones County School District,Regular local school district,2802280,3400,1487,Monthly,5/1/21,5/31/21,In-person,,,,In-person,,,,,,,,
Mississippi,MS,School,No,Kemper County High School,Regular school,2.80231E+11,3500-016,Kemper County School District,Regular local school district,2802310,3500,283,Monthly,8/1/20,8/31/20,Virtual,,,,Virtual,,,,,,,,
Mississippi,MS,School,No,Kemper County High School,Regular school,2.80231E+11,3500-016,Kemper County School District,Regular local school district,2802310,3500,283,Monthly,9/1/20,9/30/20,Hybrid,,,,Hybrid,,,,,,,,
Mississippi,MS,School,No,Kemper County High School,Regular school,2.80231E+11,3500-016,Kemper County School District,Regular local school district,2802310,3500,283,Monthly,10/1/20,10/31/20,Hybrid,,,,Hybrid,,,,,,,,
Mississippi,MS,School,No,Kemper County High School,Regular school,2.80231E+11,3500-016,Kemper County School District,Regular local school district,2802310,3500,283,Monthly,11/1/20,11/30/20,Hybrid,,,,Hybrid,,,,,,,,
Mississippi,MS,School,No,Kemper County High School,Regular school,2.80231E+11,3500-016,Kemper County School District,Regular local school district,2802310,3500,283,Monthly,12/1/20,12/31/20,Virtual,,,,Virtual,,,,,,,,
Mississippi,MS,School,No,Kemper County High School,Regular school,2.80231E+11,3500-016,Kemper County School District,Regular local school district,2802310,3500,283,Monthly,1/1/21,1/31/21,Hybrid,,,,Hybrid,,,,,,,,
Mississippi,MS,School,No,Kemper County High School,Regular school,2.80231E+11,3500-016,Kemper County School District,Regular local school district,2802310,3500,283,Monthly,2/1/21,2/28/21,Hybrid,,,,Hybrid,,,,,,,,
Mississippi,MS,School,No,Kemper County High School,Regular school,2.80231E+11,3500-016,Kemper County School District,Regular local school district,2802310,3500,283,Monthly,3/1/21,3/31/21,Hybrid,,,,Hybrid,,,,,,,,
Mississippi,MS,School,No,Kemper County High School,Regular school,2.80231E+11,3500-016,Kemper County School District,Regular local school district,2802310,3500,283,Monthly,4/1/21,4/30/21,Hybrid,,,,Hybrid,,,,,,,,
Mississippi,MS,School,No,Kemper County High School,Regular school,2.80231E+11,3500-016,Kemper County School District,Regular local school district,2802310,3500,283,Monthly,5/1/21,5/31/21,Hybrid,,,,Hybrid,,,,,,,,
Mississippi,MS,School,No,Kemper County Lower Elementary,Regular school,2.80231E+11,3500-005,Kemper County School District,Regular local school district,2802310,3500,212,Monthly,8/1/20,8/31/20,Virtual,,,,Virtual,,,,,,,,
Mississippi,MS,School,No,Kemper County Lower Elementary,Regular school,2.80231E+11,3500-005,Kemper County School District,Regular local school district,2802310,3500,212,Monthly,9/1/20,9/30/20,Hybrid,,,,Hybrid,,,,,,,,
Mississippi,MS,School,No,Kemper County Lower Elementary,Regular school,2.80231E+11,3500-005,Kemper County School District,Regular local school district,2802310,3500,212,Monthly,10/1/20,10/31/20,Hybrid,,,,Hybrid,,,,,,,,
Mississippi,MS,School,No,Kemper County Lower Elementary,Regular school,2.80231E+11,3500-005,Kemper County School District,Regular local school district,2802310,3500,212,Monthly,11/1/20,11/30/20,Hybrid,,,,Hybrid,,,,,,,,
Mississippi,MS,School,No,Kemper County Lower Elementary,Regular school,2.80231E+11,3500-005,Kemper County School District,Regular local school district,2802310,3500,212,Monthly,12/1/20,12/31/20,Virtual,,,,Virtual,,,,,,,,
Mississippi,MS,School,No,Kemper County Lower Elementary,Regular school,2.80231E+11,3500-005,Kemper County School District,Regular local school district,2802310,3500,212,Monthly,1/1/21,1/31/21,Hybrid,,,,Hybrid,,,,,,,,
Mississippi,MS,School,No,Kemper County Lower Elementary,Regular school,2.80231E+11,3500-005,Kemper County School District,Regular local school district,2802310,3500,212,Monthly,2/1/21,2/28/21,Hybrid,,,,Hybrid,,,,,,,,
Mississippi,MS,School,No,Kemper County Lower Elementary,Regular school,2.80231E+11,3500-005,Kemper County School District,Regular local school district,2802310,3500,212,Monthly,3/1/21,3/31/21,Hybrid,,,,Hybrid,,,,,,,,
Mississippi,MS,School,No,Kemper County Lower Elementary,Regular school,2.80231E+11,3500-005,Kemper County School District,Regular local school district,2802310,3500,212,Monthly,4/1/21,4/30/21,Hybrid,,,,Hybrid,,,,,,,,
Mississippi,MS,School,No,Kemper County Lower Elementary,Regular school,2.80231E+11,3500-005,Kemper County School District,Regular local school district,2802310,3500,212,Monthly,5/1/21,5/31/21,Hybrid,,,,Hybrid,,,,,,,,
Mississippi,MS,School,No,Kemper County Middle School,Regular school,2.80231E+11,3500-014,Kemper County School District,Regular local school district,2802310,3500,178,Monthly,8/1/20,8/31/20,Virtual,,,,Virtual,,,,,,,,
Mississippi,MS,School,No,Kemper County Middle School,Regular school,2.80231E+11,3500-014,Kemper County School District,Regular local school district,2802310,3500,178,Monthly,9/1/20,9/30/20,Hybrid,,,,Hybrid,,,,,,,,
Mississippi,MS,School,No,Kemper County Middle School,Regular school,2.80231E+11,3500-014,Kemper County School District,Regular local school district,2802310,3500,178,Monthly,10/1/20,10/31/20,Hybrid,,,,Hybrid,,,,,,,,
Mississippi,MS,School,No,Kemper County Middle School,Regular school,2.80231E+11,3500-014,Kemper County School District,Regular local school district,2802310,3500,178,Monthly,11/1/20,11/30/20,Hybrid,,,,Hybrid,,,,,,,,
Mississippi,MS,School,No,Kemper County Middle School,Regular school,2.80231E+11,3500-014,Kemper County School District,Regular local school district,2802310,3500,178,Monthly,12/1/20,12/31/20,Virtual,,,,Virtual,,,,,,,,
Mississippi,MS,School,No,Kemper County Middle School,Regular school,2.80231E+11,3500-014,Kemper County School District,Regular local school district,2802310,3500,178,Monthly,1/1/21,1/31/21,Hybrid,,,,Hybrid,,,,,,,,
Mississippi,MS,School,No,Kemper County Middle School,Regular school,2.80231E+11,3500-014,Kemper County School District,Regular local school district,2802310,3500,178,Monthly,2/1/21,2/28/21,Hybrid,,,,Hybrid,,,,,,,,
Mississippi,MS,School,No,Kemper County Middle School,Regular school,2.80231E+11,3500-014,Kemper County School District,Regular local school district,2802310,3500,178,Monthly,3/1/21,3/31/21,Hybrid,,,,Hybrid,,,,,,,,
Mississippi,MS,School,No,Kemper County Middle School,Regular school,2.80231E+11,3500-014,Kemper County School District,Regular local school district,2802310,3500,178,Monthly,4/1/21,4/30/21,Hybrid,,,,Hybrid,,,,,,,,
Mississippi,MS,School,No,Kemper County Middle School,Regular school,2.80231E+11,3500-014,Kemper County School District,Regular local school district,2802310,3500,178,Monthly,5/1/21,5/31/21,Hybrid,,,,Hybrid,,,,,,,,
Mississippi,MS,School,No,Kemper County Upper Elementary,Regular school,2.80231E+11,3500-013,Kemper County School District,Regular local school district,2802310,3500,208,Monthly,8/1/20,8/31/20,Virtual,,,,Virtual,,,,,,,,
Mississippi,MS,School,No,Kemper County Upper Elementary,Regular school,2.80231E+11,3500-013,Kemper County School District,Regular local school district,2802310,3500,208,Monthly,9/1/20,9/30/20,Hybrid,,,,Hybrid,,,,,,,,
Mississippi,MS,School,No,Kemper County Upper Elementary,Regular school,2.80231E+11,3500-013,Kemper County School District,Regular local school district,2802310,3500,208,Monthly,10/1/20,10/31/20,Hybrid,,,,Hybrid,,,,,,,,
Mississippi,MS,School,No,Kemper County Upper Elementary,Regular school,2.80231E+11,3500-013,Kemper County School District,Regular local school district,2802310,3500,208,Monthly,11/1/20,11/30/20,Hybrid,,,,Hybrid,,,,,,,,
Mississippi,MS,School,No,Kemper County Upper Elementary,Regular school,2.80231E+11,3500-013,Kemper County School District,Regular local school district,2802310,3500,208,Monthly,12/1/20,12/31/20,Virtual,,,,Virtual,,,,,,,,
Mississippi,MS,School,No,Kemper County Upper Elementary,Regular school,2.80231E+11,3500-013,Kemper County School District,Regular local school district,2802310,3500,208,Monthly,1/1/21,1/31/21,Hybrid,,,,Hybrid,,,,,,,,
Mississippi,MS,School,No,Kemper County Upper Elementary,Regular school,2.80231E+11,3500-013,Kemper County School District,Regular local school district,2802310,3500,208,Monthly,2/1/21,2/28/21,Hybrid,,,,Hybrid,,,,,,,,
Mississippi,MS,School,No,Kemper County Upper Elementary,Regular school,2.80231E+11,3500-013,Kemper County School District,Regular local school district,2802310,3500,208,Monthly,3/1/21,3/31/21,Hybrid,,,,Hybrid,,,,,,,,
Mississippi,MS,School,No,Kemper County Upper Elementary,Regular school,2.80231E+11,3500-013,Kemper County School District,Regular local school district,2802310,3500,208,Monthly,4/1/21,4/30/21,Hybrid,,,,Hybrid,,,,,,,,
Mississippi,MS,School,No,Kemper County Upper Elementary,Regular school,2.80231E+11,3500-013,Kemper County School District,Regular local school district,2802310,3500,208,Monthly,5/1/21,5/31/21,Hybrid,,,,Hybrid,,,,,,,,
Mississippi,MS,School,No,Kosciusko High School,Regular school,2.80234E+11,0420-016,Kosciusko School District,Regular local school district,2802340,420,628,Monthly,8/1/20,8/31/20,In-person,,,,In-person,,,,,,,,
Mississippi,MS,School,No,Kosciusko High School,Regular school,2.80234E+11,0420-016,Kosciusko School District,Regular local school district,2802340,420,628,Monthly,9/1/20,9/30/20,In-person,,,,In-person,,,,,,,,
Mississippi,MS,School,No,Kosciusko High School,Regular school,2.80234E+11,0420-016,Kosciusko School District,Regular local school district,2802340,420,628,Monthly,10/1/20,10/31/20,In-person,,,,In-person,,,,,,,,
Mississippi,MS,School,No,Kosciusko High School,Regular school,2.80234E+11,0420-016,Kosciusko School District,Regular local school district,2802340,420,628,Monthly,11/1/20,11/30/20,In-person,,,,In-person,,,,,,,,
Mississippi,MS,School,No,Kosciusko High School,Regular school,2.80234E+11,0420-016,Kosciusko School District,Regular local school district,2802340,420,628,Monthly,12/1/20,12/31/20,In-person,,,,In-person,,,,,,,,
Mississippi,MS,School,No,Kosciusko High School,Regular school,2.80234E+11,0420-016,Kosciusko School District,Regular local school district,2802340,420,628,Monthly,1/1/21,1/31/21,In-person,,,,In-person,,,,,,,,
Mississippi,MS,School,No,Kosciusko High School,Regular school,2.80234E+11,0420-016,Kosciusko School District,Regular local school district,2802340,420,628,Monthly,2/1/21,2/28/21,In-person,,,,In-person,,,,,,,,
Mississippi,MS,School,No,Kosciusko High School,Regular school,2.80234E+11,0420-016,Kosciusko School District,Regular local school district,2802340,420,628,Monthly,3/1/21,3/31/21,In-person,,,,In-person,,,,,,,,
Mississippi,MS,School,No,Kosciusko High School,Regular school,2.80234E+11,0420-016,Kosciusko School District,Regular local school district,2802340,420,628,Monthly,4/1/21,4/30/21,In-person,,,,In-person,,,,,,,,
